Year,Units,age group,sex,typ of victim-suspect relationship,degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2022,number,14 to under 18 years,,,,,,,victims of intentional homicide,14.0
2023,number,14 to under 18 years,,,,,,,victims of intentional homicide,17.0
2024,number,14 to under 18 years,,,,,,,victims of intentional homicide,15.0
2025,number,14 to under 18 years,,,,,,,victims of intentional homicide,36.0
2010,number,18 to under 21 years,,,,,,,victims of intentional homicide,38.0
2011,number,18 to under 21 years,,,,,,,victims of intentional homicide,29.0
2012,number,18 to under 21 years,,,,,,,victims of intentional homicide,23.0
2013,number,18 to under 21 years,,,,,,,victims of intentional homicide,15.0
2014,number,18 to under 21 years,,,,,,,victims of intentional homicide,20.0
2015,number,18 to under 21 years,,,,,,,victims of intentional homicide,18.0
2016,number,18 to under 21 years,,,,,,,victims of intentional homicide,43.0
2017,number,18 to under 21 years,,,,,,,victims of intentional homicide,16.0
2018,number,18 to under 21 years,,,,,,,victims of intentional homicide,26.0
2019,number,18 to under 21 years,,,,,,,victims of intentional homicide,16.0
2020,number,18 to under 21 years,,,,,,,victims of intentional homicide,21.0
2021,number,18 to under 21 years,,,,,,,victims of intentional homicide,19.0
2022,number,18 to under 21 years,,,,,,,victims of intentional homicide,23.0
2023,number,18 to under 21 years,,,,,,,victims of intentional homicide,18.0
2024,number,18 to under 21 years,,,,,,,victims of intentional homicide,27.0
2025,number,18 to under 21 years,,,,,,,victims of intentional homicide,34.0
2010,number,21 to under 60 years,,,,,,,victims of intentional homicide,448.0
2011,number,21 to under 60 years,,,,,,,victims of intentional homicide,424.0
2012,number,21 to under 60 years,,,,,,,victims of intentional homicide,359.0
2013,number,21 to under 60 years,,,,,,,victims of intentional homicide,377.0
2014,number,21 to under 60 years,,,,,,,victims of intentional homicide,405.0
2015,number,21 to under 60 years,,,,,,,victims of intentional homicide,343.0
2016,number,21 to under 60 years,,,,,,,victims of intentional homicide,527.0
2017,number,21 to under 60 years,,,,,,,victims of intentional homicide,414.0
2018,number,21 to under 60 years,,,,,,,victims of intentional homicide,445.0
2019,number,21 to under 60 years,,,,,,,victims of intentional homicide,349.0
2020,number,21 to under 60 years,,,,,,,victims of intentional homicide,378.0
2021,number,21 to under 60 years,,,,,,,victims of intentional homicide,336.0
2022,number,21 to under 60 years,,,,,,,victims of intentional homicide,334.0
2023,number,21 to under 60 years,,,,,,,victims of intentional homicide,430.0
2024,number,21 to under 60 years,,,,,,,victims of intentional homicide,412.0
2025,number,21 to under 60 years,,,,,,,victims of intentional homicide,579.0
2010,number,60 years and older,,,,,,,victims of intentional homicide,208.0
2011,number,60 years and older,,,,,,,victims of intentional homicide,185.0
2012,number,60 years and older,,,,,,,victims of intentional homicide,181.0
2013,number,60 years and older,,,,,,,victims of intentional homicide,212.0
