Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2011,Number,13 years and younger,,,,,,,Victims of intentional homicide,73.0
2012,Number,13 years and younger,,,,,,,Victims of intentional homicide,90.0
2013,Number,13 years and younger,,,,,,,Victims of intentional homicide,66.0
2014,Number,13 years and younger,,,,,,,Victims of intentional homicide,63.0
2015,Number,13 years and younger,,,,,,,Victims of intentional homicide,62.0
2016,Number,13 years and younger,,,,,,,Victims of intentional homicide,68.0
2017,Number,13 years and younger,,,,,,,Victims of intentional homicide,67.0
2018,Number,13 years and younger,,,,,,,Victims of intentional homicide,70.0
2019,Number,13 years and younger,,,,,,,Victims of intentional homicide,46.0
2020,Number,13 years and younger,,,,,,,Victims of intentional homicide,79.0
2021,Number,13 years and younger,,,,,,,Victims of intentional homicide,83.0
2022,Number,13 years and younger,,,,,,,Victims of intentional homicide,51.0
2023,Number,13 years and younger,,,,,,,Victims of intentional homicide,72.0
2024,Number,13 years and younger,,,,,,,Victims of intentional homicide,56.0
2025,Number,13 years and younger,,,,,,,Victims of intentional homicide,92.0
2010,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,22.0
2011,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,27.0
2012,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,6.0
2013,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,12.0
2014,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,15.0
2015,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,14.0
2016,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,35.0
2017,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,4.0
2018,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,14.0
2019,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,11.0
2020,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,12.0
2021,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,14.0
2022,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,14.0
2023,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,17.0
2024,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,15.0
2025,Number,14 to under 18 years,,,,,,,Victims of intentional homicide,36.0
2010,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,38.0
2011,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,29.0
2012,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,23.0
2013,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,15.0
2014,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,20.0
2015,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,18.0
2016,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,43.0
2017,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,16.0
2018,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,26.0
2019,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,16.0
2020,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,21.0
2021,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,19.0
2022,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,23.0
2023,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,18.0
2024,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,27.0
2025,Number,18 to under 21 years,,,,,,,Victims of intentional homicide,34.0
2010,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,448.0
2011,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,424.0
2012,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,359.0
2013,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,377.0
2014,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,405.0
2015,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,343.0
2016,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,527.0
2017,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,414.0
2018,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,445.0
2019,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,349.0
2020,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,378.0
2021,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,336.0
2022,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,334.0
2023,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,430.0
2024,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,412.0
2025,Number,21 to under 60 years,,,,,,,Victims of intentional homicide,579.0
2010,Number,60 years and older,,,,,,,Victims of intentional homicide,208.0
2011,Number,60 years and older,,,,,,,Victims of intentional homicide,185.0
2012,Number,60 years and older,,,,,,,Victims of intentional homicide,181.0
2013,Number,60 years and older,,,,,,,Victims of intentional homicide,212.0
2014,Number,60 years and older,,,,,,,Victims of intentional homicide,213.0
2015,Number,60 years and older,,,,,,,Victims of intentional homicide,245.0
2016,Number,60 years and older,,,,,,,Victims of intentional homicide,290.0
2017,Number,60 years and older,,,,,,,Victims of intentional homicide,312.0
2018,Number,60 years and older,,,,,,,Victims of intentional homicide,233.0
2019,Number,60 years and older,,,,,,,Victims of intentional homicide,201.0
2020,Number,60 years and older,,,,,,,Victims of intentional homicide,292.0
2021,Number,60 years and older,,,,,,,Victims of intentional homicide,243.0
2022,Number,60 years and older,,,,,,,Victims of intentional homicide,264.0
2023,Number,60 years and older,,,,,,,Victims of intentional homicide,233.0
2024,Number,60 years and older,,,,,,,Victims of intentional homicide,269.0
2025,Number,60 years and older,,,,,,,Victims of intentional homicide,371.0
2010,Number,,Female,,,,,,Victims of intentional homicide,393.0
2011,Number,,Female,,,,,,Victims of intentional homicide,338.0
2012,Number,,Female,,,,,,Victims of intentional homicide,296.0
2013,Number,,Female,,,,,,Victims of intentional homicide,328.0
2014,Number,,Female,,,,,,Victims of intentional homicide,339.0
2015,Number,,Female,,,,,,Victims of intentional homicide,327.0
2016,Number,,Female,,,,,,Victims of intentional homicide,469.0
2017,Number,,Female,,,,,,Victims of intentional homicide,380.0
2018,Number,,Female,,,,,,Victims of intentional homicide,367.0
2019,Number,,Female,,,,,,Victims of intentional homicide,276.0
2020,Number,,Female,,,,,,Victims of intentional homicide,357.0
2021,Number,,Female,,,,,,Victims of intentional homicide,337.0
2022,Number,,Female,,,,,,Victims of intentional homicide,349.0
2023,Number,,Female,,,,,,Victims of intentional homicide,374.0
2024,Number,,Female,,,,,,Victims of intentional homicide,338.0
2025,Number,,Female,,,,,,Victims of intentional homicide,552.0
2010,Number,,Male,,,,,,Victims of intentional homicide,400.0
2011,Number,,Male,,,,,,Victims of intentional homicide,400.0
2012,Number,,Male,,,,,,Victims of intentional homicide,363.0
2013,Number,,Male,,,,,,Victims of intentional homicide,354.0
2014,Number,,Male,,,,,,Victims of intentional homicide,377.0
2015,Number,,Male,,,,,,Victims of intentional homicide,355.0
2016,Number,,Male,,,,,,Victims of intentional homicide,494.0
2017,Number,,Male,,,,,,Victims of intentional homicide,433.0
2018,Number,,Male,,,,,,Victims of intentional homicide,421.0
2019,Number,,Male,,,,,,Victims of intentional homicide,347.0
2020,Number,,Male,,,,,,Victims of intentional homicide,425.0
2021,Number,,Male,,,,,,Victims of intentional homicide,358.0
2022,Number,,Male,,,,,,Victims of intentional homicide,337.0
2023,Number,,Male,,,,,,Victims of intentional homicide,396.0
2024,Number,,Male,,,,,,Victims of intentional homicide,441.0
2025,Number,,Male,,,,,,Victims of intentional homicide,560.0
2010,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,37.0
2011,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,24.0
2012,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,39.0
2013,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,37.0
2014,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,24.0
2015,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,25.0
2016,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,30.0
2017,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,28.0
2018,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,30.0
2019,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,17.0
2020,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,43.0
2021,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,43.0
2022,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,27.0
2023,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,39.0
2024,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,20.0
2025,Number,13 years and younger,Female,,,,,,Victims of intentional homicide,48.0
2010,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,40.0
2011,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,49.0
2012,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,51.0
2013,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,29.0
2014,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,39.0
2015,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,37.0
2016,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,38.0
2017,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,39.0
2018,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,40.0
2019,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,29.0
2020,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,36.0
2021,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,40.0
2022,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,24.0
2023,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,33.0
2024,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,36.0
2025,Number,13 years and younger,Male,,,,,,Victims of intentional homicide,44.0
2010,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,14.0
2011,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,12.0
2012,Number,14 to under 18 years,Female,,,‒,,,Victims of intentional homicide,0.0
2013,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,4.0
2014,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,5.0
2015,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,9.0
2016,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,22.0
2017,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,1.0
2018,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,8.0
2019,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,4.0
2020,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,4.0
2021,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,7.0
2022,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,12.0
2023,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,8.0
2024,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,7.0
2025,Number,14 to under 18 years,Female,,,,,,Victims of intentional homicide,16.0
2010,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,8.0
2011,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,15.0
2012,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,6.0
2013,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,8.0
2014,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,10.0
2015,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,5.0
2016,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,13.0
2017,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,3.0
2018,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,6.0
2019,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,7.0
2020,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,8.0
2021,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,7.0
2022,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,2.0
2023,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,9.0
2024,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,8.0
2025,Number,14 to under 18 years,Male,,,,,,Victims of intentional homicide,20.0
2010,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,19.0
2011,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,10.0
2012,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,10.0
2013,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,6.0
2014,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,9.0
2015,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,9.0
2016,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,18.0
2017,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,7.0
2018,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,12.0
2019,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,5.0
2020,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,6.0
2021,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,4.0
2022,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,8.0
2023,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,9.0
2024,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,13.0
2025,Number,18 to under 21 years,Female,,,,,,Victims of intentional homicide,18.0
2010,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,19.0
2011,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,19.0
2012,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,13.0
2013,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,9.0
2014,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,11.0
2015,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,9.0
2016,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,25.0
2017,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,9.0
2018,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,14.0
2019,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,11.0
2020,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,15.0
2021,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,15.0
2022,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,15.0
2023,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,9.0
2024,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,14.0
2025,Number,18 to under 21 years,Male,,,,,,Victims of intentional homicide,16.0
2010,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,202.0
2011,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,180.0
2012,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,139.0
2013,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,159.0
2014,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,180.0
2015,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,141.0
2016,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,236.0
2017,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,176.0
2018,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,184.0
2019,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,144.0
2020,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,142.0
2021,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,140.0
2022,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,136.0
2023,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,184.0
2024,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,150.0
2025,Number,21 to under 60 years,Female,,,,,,Victims of intentional homicide,273.0
2010,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,246.0
2011,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,244.0
2012,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,220.0
2013,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,218.0
2014,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,225.0
2015,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,202.0
2016,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,291.0
2017,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,238.0
2018,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,261.0
2019,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,205.0
2020,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,236.0
2021,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,196.0
2022,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,198.0
2023,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,246.0
2024,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,262.0
2025,Number,21 to under 60 years,Male,,,,,,Victims of intentional homicide,306.0
2010,Number,60 years and older,Female,,,,,,Victims of intentional homicide,121.0
2011,Number,60 years and older,Female,,,,,,Victims of intentional homicide,112.0
2012,Number,60 years and older,Female,,,,,,Victims of intentional homicide,108.0
2013,Number,60 years and older,Female,,,,,,Victims of intentional homicide,122.0
2014,Number,60 years and older,Female,,,,,,Victims of intentional homicide,121.0
2015,Number,60 years and older,Female,,,,,,Victims of intentional homicide,143.0
2016,Number,60 years and older,Female,,,,,,Victims of intentional homicide,163.0
2017,Number,60 years and older,Female,,,,,,Victims of intentional homicide,168.0
2018,Number,60 years and older,Female,,,,,,Victims of intentional homicide,133.0
2019,Number,60 years and older,Female,,,,,,Victims of intentional homicide,106.0
2020,Number,60 years and older,Female,,,,,,Victims of intentional homicide,162.0
2021,Number,60 years and older,Female,,,,,,Victims of intentional homicide,143.0
2022,Number,60 years and older,Female,,,,,,Victims of intentional homicide,166.0
2023,Number,60 years and older,Female,,,,,,Victims of intentional homicide,134.0
2024,Number,60 years and older,Female,,,,,,Victims of intentional homicide,148.0
2025,Number,60 years and older,Female,,,,,,Victims of intentional homicide,197.0
2010,Number,60 years and older,Male,,,,,,Victims of intentional homicide,87.0
2011,Number,60 years and older,Male,,,,,,Victims of intentional homicide,73.0
2012,Number,60 years and older,Male,,,,,,Victims of intentional homicide,73.0
2013,Number,60 years and older,Male,,,,,,Victims of intentional homicide,90.0
2014,Number,60 years and older,Male,,,,,,Victims of intentional homicide,92.0
2015,Number,60 years and older,Male,,,,,,Victims of intentional homicide,102.0
2016,Number,60 years and older,Male,,,,,,Victims of intentional homicide,127.0
2017,Number,60 years and older,Male,,,,,,Victims of intentional homicide,144.0
2018,Number,60 years and older,Male,,,,,,Victims of intentional homicide,100.0
2019,Number,60 years and older,Male,,,,,,Victims of intentional homicide,95.0
2020,Number,60 years and older,Male,,,,,,Victims of intentional homicide,130.0
2021,Number,60 years and older,Male,,,,,,Victims of intentional homicide,100.0
2022,Number,60 years and older,Male,,,,,,Victims of intentional homicide,98.0
2023,Number,60 years and older,Male,,,,,,Victims of intentional homicide,99.0
2024,Number,60 years and older,Male,,,,,,Victims of intentional homicide,121.0
2025,Number,60 years and older,Male,,,,,,Victims of intentional homicide,174.0
2010,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,343.0
2011,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,318.0
2012,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,287.0
2013,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,308.0
2014,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,340.0
2015,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,293.0
2016,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,325.0
2017,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,336.0
2018,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,310.0
2019,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,282.0
2020,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,332.0
2021,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,286.0
2022,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,271.0
2023,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,341.0
2024,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,304.0
2025,Number,,,Intimate partner or family member,,,,,Victims of intentional homicide,310.0
2010,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,232.0
2011,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,228.0
2012,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,182.0
2013,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,224.0
2014,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,241.0
2015,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,210.0
2016,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,238.0
2017,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,231.0
2018,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,204.0
2019,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,187.0
2020,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,225.0
2021,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,207.0
2022,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,198.0
2023,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,253.0
2024,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,203.0
2025,Number,,Female,Intimate partner or family member,,,,,Victims of intentional homicide,220.0
2010,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,111.0
2011,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,90.0
2012,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,105.0
2013,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,84.0
2014,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,99.0
2015,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,83.0
2016,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,87.0
2017,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,105.0
2018,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,106.0
2019,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,95.0
2020,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,107.0
2021,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,79.0
2022,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,73.0
2023,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,88.0
2024,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,101.0
2025,Number,,Male,Intimate partner or family member,,,,,Victims of intentional homicide,90.0
2010,Number,,,Intimate partner,,.,,,Victims of intentional homicide,
2011,Number,,,Intimate partner,,.,,,Victims of intentional homicide,
2012,Number,,,Intimate partner,,,,,Victims of intentional homicide,133.0
2013,Number,,,Intimate partner,,,,,Victims of intentional homicide,175.0
2014,Number,,,Intimate partner,,,,,Victims of intentional homicide,197.0
2015,Number,,,Intimate partner,,,,,Victims of intentional homicide,163.0
2016,Number,,,Intimate partner,,,,,Victims of intentional homicide,181.0
2017,Number,,,Intimate partner,,,,,Victims of intentional homicide,189.0
2018,Number,,,Intimate partner,,,,,Victims of intentional homicide,155.0
2019,Number,,,Intimate partner,,,,,Victims of intentional homicide,156.0
2020,Number,,,Intimate partner,,,,,Victims of intentional homicide,177.0
2021,Number,,,Intimate partner,,,,,Victims of intentional homicide,135.0
2022,Number,,,Intimate partner,,,,,Victims of intentional homicide,158.0
2023,Number,,,Intimate partner,,,,,Victims of intentional homicide,183.0
2024,Number,,,Intimate partner,,,,,Victims of intentional homicide,164.0
2025,Number,,,Intimate partner,,,,,Victims of intentional homicide,163.0
2010,Number,,Female,Intimate partner,,.,,,Victims of intentional homicide,
2011,Number,,Female,Intimate partner,,.,,,Victims of intentional homicide,
2012,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,113.0
2013,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,146.0
2014,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,167.0
2015,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,139.0
2016,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,164.0
2017,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,153.0
2018,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,127.0
2019,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,123.0
2020,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,146.0
2021,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,121.0
2022,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,137.0
2023,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,159.0
2024,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,138.0
2025,Number,,Female,Intimate partner,,,,,Victims of intentional homicide,139.0
2010,Number,,Male,Intimate partner,,.,,,Victims of intentional homicide,
2011,Number,,Male,Intimate partner,,.,,,Victims of intentional homicide,
2012,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,20.0
2013,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,29.0
2014,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,30.0
2015,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,24.0
2016,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,17.0
2017,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,36.0
2018,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,28.0
2019,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,33.0
2020,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,31.0
2021,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,14.0
2022,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,21.0
2023,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,24.0
2024,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,26.0
2025,Number,,Male,Intimate partner,,,,,Victims of intentional homicide,24.0
2010,Number,,,Family member,,.,,,Victims of intentional homicide,
2011,Number,,,Family member,,.,,,Victims of intentional homicide,
2012,Number,,,Family member,,,,,Victims of intentional homicide,154.0
2013,Number,,,Family member,,,,,Victims of intentional homicide,133.0
2014,Number,,,Family member,,,,,Victims of intentional homicide,143.0
2015,Number,,,Family member,,,,,Victims of intentional homicide,130.0
2016,Number,,,Family member,,,,,Victims of intentional homicide,144.0
2017,Number,,,Family member,,,,,Victims of intentional homicide,147.0
2018,Number,,,Family member,,,,,Victims of intentional homicide,155.0
2019,Number,,,Family member,,,,,Victims of intentional homicide,126.0
2020,Number,,,Family member,,,,,Victims of intentional homicide,155.0
2021,Number,,,Family member,,,,,Victims of intentional homicide,151.0
2022,Number,,,Family member,,,,,Victims of intentional homicide,113.0
2023,Number,,,Family member,,,,,Victims of intentional homicide,158.0
2024,Number,,,Family member,,,,,Victims of intentional homicide,140.0
2025,Number,,,Family member,,,,,Victims of intentional homicide,147.0
2010,Number,,Female,Family member,,.,,,Victims of intentional homicide,
2011,Number,,Female,Family member,,.,,,Victims of intentional homicide,
2012,Number,,Female,Family member,,,,,Victims of intentional homicide,69.0
2013,Number,,Female,Family member,,,,,Victims of intentional homicide,78.0
2014,Number,,Female,Family member,,,,,Victims of intentional homicide,74.0
2015,Number,,Female,Family member,,,,,Victims of intentional homicide,71.0
2016,Number,,Female,Family member,,,,,Victims of intentional homicide,74.0
