Year,Units,Altersklasse,Geschlecht,Art der Opfer-Tatverdächtigen-Beziehung,Grad des Unsicherheitsgefühls,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2017,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,7.0
2018,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,12.0
2019,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,5.0
2020,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,6.0
2021,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,4.0
2022,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,8.0
2023,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,9.0
2024,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,13.0
2025,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,18.0
2010,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,19.0
2011,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,19.0
2012,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,13.0
2013,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,9.0
2014,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,11.0
2015,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,9.0
2016,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,25.0
2017,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,9.0
2018,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,14.0
2019,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,11.0
2020,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,15.0
2021,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,15.0
2022,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,15.0
2023,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,9.0
2024,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,14.0
2025,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,16.0
2010,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,202.0
2011,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,180.0
2012,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,139.0
2013,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,159.0
2014,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,180.0
2015,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,141.0
2016,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,236.0
2017,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,176.0
2018,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,184.0
2019,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,144.0
2020,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,142.0
2021,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,140.0
2022,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,136.0
2023,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,184.0
2024,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,150.0
2025,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,273.0
2010,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,246.0
2011,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,244.0
2012,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,220.0
2013,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,218.0
2014,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,225.0
2015,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,202.0
2016,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,291.0
2017,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,238.0
2018,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,261.0
2019,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,205.0
2020,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,236.0
2021,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,196.0
2022,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,198.0
2023,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,246.0
2024,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,262.0
2025,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Vorsätzliche Tötungsdelikte,306.0
2010,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,121.0
2011,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,112.0
2012,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,108.0
2013,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,122.0
2014,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,121.0
2015,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,143.0
2016,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,163.0
2017,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,168.0
2018,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,133.0
2019,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,106.0
2020,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,162.0
2021,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,143.0
2022,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,166.0
2023,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,134.0
2024,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,148.0
2025,Anzahl,60 Jahre und älter,Weiblich,,,,,,Vorsätzliche Tötungsdelikte,197.0
2010,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,87.0
2011,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,73.0
2012,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,73.0
2013,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,90.0
2014,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,92.0
2015,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,102.0
2016,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,127.0
2017,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,144.0
2018,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,100.0
2019,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,95.0
2020,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,130.0
2021,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,100.0
2022,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,98.0
2023,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,99.0
2024,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,121.0
2025,Anzahl,60 Jahre und älter,Männlich,,,,,,Vorsätzliche Tötungsdelikte,174.0
2010,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,343.0
2011,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,318.0
2012,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,287.0
2013,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,308.0
2014,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,340.0
2015,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,293.0
2016,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,325.0
2017,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,336.0
2018,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,310.0
2019,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,282.0
2020,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,332.0
2021,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,286.0
2022,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,271.0
2023,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,341.0
2024,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,304.0
2025,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,310.0
2010,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,232.0
2011,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,228.0
2012,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,182.0
2013,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,224.0
2014,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,241.0
2015,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,210.0
2016,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,238.0
2017,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,231.0
2018,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,204.0
2019,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,187.0
2020,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,225.0
2021,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,207.0
2022,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,198.0
2023,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,253.0
2024,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,203.0
2025,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,220.0
2010,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,111.0
2011,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,90.0
2012,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,105.0
2013,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,84.0
2014,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,99.0
2015,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,83.0
2016,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,87.0
2017,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,105.0
2018,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,106.0
2019,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,95.0
2020,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,107.0
2021,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,79.0
2022,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,73.0
2023,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,88.0
2024,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,101.0
2025,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,90.0
2010,Anzahl,,,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,133.0
2013,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,175.0
2014,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,197.0
2015,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,163.0
2016,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,181.0
2017,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,189.0
2018,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,155.0
2019,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,156.0
2020,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,177.0
2021,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,135.0
2022,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,158.0
2023,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,183.0
2024,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,164.0
2025,Anzahl,,,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,163.0
2010,Anzahl,,Weiblich,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,Weiblich,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,113.0
2013,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,146.0
2014,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,167.0
2015,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,139.0
2016,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,164.0
2017,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,153.0
2018,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,127.0
2019,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,123.0
2020,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,146.0
2021,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,121.0
2022,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,137.0
2023,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,159.0
2024,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,138.0
2025,Anzahl,,Weiblich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,139.0
2010,Anzahl,,Männlich,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,Männlich,Intimpartner,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,20.0
2013,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,29.0
2014,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,30.0
2015,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,24.0
2016,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,17.0
2017,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,36.0
2018,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,28.0
2019,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,33.0
2020,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,31.0
2021,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,14.0
2022,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,21.0
2023,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,24.0
2024,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,26.0
2025,Anzahl,,Männlich,Intimpartner,,,,,Vorsätzliche Tötungsdelikte,24.0
2010,Anzahl,,,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,154.0
2013,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,133.0
2014,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,143.0
2015,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,130.0
2016,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,144.0
2017,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,147.0
2018,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,155.0
2019,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,126.0
2020,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,155.0
2021,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,151.0
2022,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,113.0
2023,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,158.0
2024,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,140.0
2025,Anzahl,,,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,147.0
2010,Anzahl,,Weiblich,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,Weiblich,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,69.0
2013,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,78.0
2014,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,74.0
2015,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,71.0
2016,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,74.0
2017,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,78.0
2018,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,77.0
2019,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,64.0
2020,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,79.0
2021,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,86.0
2022,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,61.0
2023,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,94.0
2024,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,65.0
2025,Anzahl,,Weiblich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,81.0
2010,Anzahl,,Männlich,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2011,Anzahl,,Männlich,Familienmitglied,,.,,,Vorsätzliche Tötungsdelikte,
2012,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,85.0
2013,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,55.0
2014,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,69.0
2015,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,59.0
2016,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,70.0
2017,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,69.0
2018,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,78.0
2019,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,62.0
2020,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,76.0
2021,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,65.0
2022,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,52.0
2023,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,64.0
2024,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,75.0
2025,Anzahl,,Männlich,Familienmitglied,,,,,Vorsätzliche Tötungsdelikte,66.0
2010,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00097
2011,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00092
2012,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00082
2013,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00085
2014,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00088
2015,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00083
2016,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00117
2017,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00099
2018,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00096
2019,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00076
2020,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00095
2021,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00085
2022,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00083
2023,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00092
2024,Prozent,,,,,0,,,Vorsätzliche Tötungsdelikte,0.00093
2010,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00076
2011,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.0008
2012,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00099
2013,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00073
2014,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00069
2015,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00067
2016,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00072
2017,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.0007
2018,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00072
2019,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00047
2020,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00081
2021,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00085
2022,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00048
2023,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00066
2024,Prozent,13 Jahre und jünger,,,,0,,,Vorsätzliche Tötungsdelikte,0.00052
2010,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00068
2011,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00068
2012,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00015
2013,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.0003
2014,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00038
2015,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00036
2016,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.0009
2017,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00011
2018,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.00037
2019,Prozent,14 bis unter 18 Jahre,,,,0,,,Vorsätzliche Tötungsdelikte,0.0003
